Species,Mass_ln_g,First_appearance_mya,Last_appearance_mya,Family,Order_or_higher,Limb_morphology
Scapanoscapter simplicidens,4.074,14.5,14.3,Talpidae,Lipotyphla,Plantigrade
Scapanus proceridens,4.199,8.1,6.4,Talpidae,Lipotyphla,Plantigrade
Ankalagon saurognathus,10.396,63,62.4,Mesonychidae,Mesonychia,Protounguligrade
Dissacus argenteus,8.97,56.9,56.8,Mesonychidae,Mesonychia,Protounguligrade
Dissacus navajovius,8.33,64.3,57.2,Mesonychidae,Mesonychia,Protounguligrade
Dissacus praenuntius,9.477,57.9,55.4,Mesonychidae,Mesonychia,Protounguligrade
Harpagolestes leotensis,11.914,42.6,41.5,Mesonychidae,Mesonychia,Protounguligrade
Harpagolestes uintensis,11.961,44.5,43.7,Mesonychidae,Mesonychia,Protounguligrade
Pachyaena gracilis,10.427,55,53.9,Mesonychidae,Mesonychia,Protounguligrade
Wyolestes apheles,7.136,54.9,54.5,Mesonychidae,Mesonychia,plantigrade
Wyolestes dioctes,6.854,52,51.9,Mesonychidae,Mesonychia,plantigrade
Wyolestes iglesius,7.011,54.6,54.5,Mesonychidae,Mesonychia,plantigrade
Glasbius twitchelli,3.683,67.7,67,Glasbiidae,Metatheria incertae sedis,Plantigrade
Copedelphys innominata,2.637,55.1,42,Herpetotheriidae,Metatheria incertae sedis,plantigrade
Copedelphys stevensoni,1.417,33.9,33.8,Herpetotheriidae,Metatheria incertae sedis,plantigrade
Copedelphys titanelix,1.778,38,33.8,Herpetotheriidae,Metatheria incertae sedis,plantigrade
Aethomylos simplicidens,3.429,49.4,43.6,Incertae sedis,Metatheria incertae sedis,Plantigrade
Anchistodelphys archibaldi,1.599,80.6,79.5,Incertae sedis,Metatheria incertae sedis,plantigrade
Anchistodelphys delicatus,1.988,91.5,90.4,Incertae sedis,Metatheria incertae sedis,plantigrade
Dakotadens morrowi,4.366,93.5,92.6,Incertae sedis,Metatheria incertae sedis,Plantigrade
Didelphidectes pumilis,2.587,36.9,36.3,Incertae sedis,Metatheria incertae sedis,plantigrade
Didelphodon vorax,6.635,68.3,66.4,Incertae sedis,Metatheria incertae sedis,plantigrade
Iugomortiferum thoringtoni,3.035,80.6,79.5,Incertae sedis,Metatheria incertae sedis,plantigrade
Varalphadon wahweapensis,2.515,80.6,71.7,Incertae sedis,Metatheria incertae sedis,Plantigrade
Thylacodon pusillus,3.943,65.7,64.5,Peradectidae,Metatheria incertae sedis,plantigrade
Pariadens kirklandi,4.22,93.5,92.6,Stagodontidae ,Metatheria incertae sedis,Plantigrade
Eoconodon copanus,9.236,64.9,64.9,Triisodontidae,Metatheria incertae sedis,Protounguligrade
Eoconodon nidhoggi,8.127,64.4,64,Triisodontidae,Metatheria incertae sedis,Protounguligrade
Stelocyon arctylos,8.572,61.5,60.9,Triisodontidae,Metatheria incertae sedis,plantigrade
Triisodon quivirensis,11.045,63,62.4,Triisodontidae,Metatheria incertae sedis,plantigrade
Anconodon cochranensis,4.011,62.2,60.1,Cimolodontidae,Multituberculata,plantigrade
Cimolodon electus,5.266,85,69.2,Cimolodontidae,Multituberculata,Plantigrade
Cimolodon nitidus,5.432,87.2,66.2,Cimolodontidae,Multituberculata,Plantigrade
Cimolodon similis,4.847,93.5,71.7,Cimolodontidae,Multituberculata,Plantigrade
Cimolomys clarki,5.749,80.6,70.5,Cimolomyidae,Multituberculata,Plantigrade
Cimolomys gracilis,6.026,68.9,66.4,Cimolomyidae,Multituberculata,Plantigrade
Essonodon browni,7.871,67.7,67,Cimolomyidae,Multituberculata,plantigrade
Meniscoessus intermedius,6.212,87.2,69.2,Cimolomyidae,Multituberculata,plantigrade
Meniscoessus major,6.986,78.4,74.8,Cimolomyidae,Multituberculata,plantigrade
Meniscoessus robustus,8.095,68.9,66.2,Cimolomyidae,Multituberculata,plantigrade
Meniscoessus seminoensis,8.151,73.9,68,Cimolomyidae,Multituberculata,plantigrade
Eucosmodon americanus,6.637,64.5,64.5,Eucosmodontidae,Multituberculata,plantigrade
Neoliotomus conventus,7.546,57.3,56,Eucosmodontidae,Multituberculata,plantigrade
Neoliotomus ultimus,7.582,55.3,54.5,Eucosmodontidae,Multituberculata,plantigrade
Stygimys jepseni,4.492,62,61.9,Eucosmodontidae,Multituberculata,plantigrade
Stygimys kuszmauli,5.677,65.4,64.9,Eucosmodontidae,Multituberculata,plantigrade
Bryceomys fumosus,2.498,91.5,90.4,Incertae sedis,Multituberculata,plantigrade
Bryceomys hadrosus,4.467,91.5,90.4,Incertae sedis,Multituberculata,plantigrade
Cimexomys antiquus,3.383,85,79.5,Incertae sedis,Multituberculata,plantigrade
Cimexomys gratus,4.869,65.4,64.1,Incertae sedis,Multituberculata,plantigrade
Cimexomys judithae,3.069,78.4,69.9,Incertae sedis,Multituberculata,plantigrade
Cimexomys minor,3.332,68.3,64,Incertae sedis,Multituberculata,plantigrade
Paracimexomys bestia,4.594,94.8,94.1,Incertae sedis,Multituberculata,plantigrade
Paracimexomys magister,4.55,85,83.9,Incertae sedis,Multituberculata,plantigrade
Paracimexomys priscus,4.074,89.3,66.4,Incertae sedis,Multituberculata,plantigrade
Paracimexomys robisoni,3.159,97.4,88.2,Incertae sedis,Multituberculata,plantigrade
Microcosmodon arcuatus,3.466,64.2,64.1,Microcosmodontidae,Multituberculata,plantigrade
Microcosmodon conus,2.79,58.1,56.4,Microcosmodontidae,Multituberculata,plantigrade
Microcosmodon harleyi,3.085,64.5,64.4,Microcosmodontidae,Multituberculata,plantigrade
Microcosmodon rosei,3.338,56.2,55.8,Microcosmodontidae,Multituberculata,plantigrade
Ectypodus childei,2.64,54.3,50.7,Neoplagiaulacidae,Multituberculata,plantigrade
Ectypodus lovei,2.701,43.3,36.8,Neoplagiaulacidae,Multituberculata,plantigrade
Ectypodus musculus,3.424,61.1,58.8,Neoplagiaulacidae,Multituberculata,plantigrade
Ectypodus powelli,3.097,61.5,55.8,Neoplagiaulacidae,Multituberculata,plantigrade
Ectypodus szalayi,2.855,62.8,60.5,Neoplagiaulacidae,Multituberculata,plantigrade
Ectypodus tardus,2.683,58.1,54.4,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma ambigua,4.035,65.7,64,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma formosa,3.433,80.6,64,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma garfieldensis,3.642,65.2,64.8,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma hensleighi,2.659,73.3,65.6,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma pygmaea,2.143,62.7,57.5,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma senecta,3.939,85,69.9,Neoplagiaulacidae,Multituberculata,plantigrade
Mesodma thompsoni,3.983,71.4,64.1,Neoplagiaulacidae,Multituberculata,plantigrade
Mimetodon churchilli,4.55,56.9,56.8,Neoplagiaulacidae,Multituberculata,plantigrade
Mimetodon silberlingi,3.099,62.1,57.5,Neoplagiaulacidae,Multituberculata,plantigrade
Neoplagiaulax grangeri,4.643,62.1,61.5,Neoplagiaulacidae,Multituberculata,plantigrade
Neoplagiaulax hazeni,4.55,60.2,56.8,Neoplagiaulacidae,Multituberculata,plantigrade
Neoplagiaulax hunteri,3.817,60.7,57.5,Neoplagiaulacidae,Multituberculata,plantigrade
Neoplagiaulax macrotomeus,2.691,62.5,62.4,Neoplagiaulacidae,Multituberculata,plantigrade
Neoplagiaulax mckennai,4.104,60.1,57.2,Neoplagiaulacidae,Multituberculata,plantigrade
Neoplagiaulax nelsoni,3.332,64.1,60.5,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus clemensi,3.198,62.8,62.3,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus foxi,4.413,66.6,66.4,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus laytoni,2.372,59.5,56.2,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus lunatus,3.076,55.1,53.6,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus simpsoni,3.626,54.5,54.2,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus sinclairi,2.582,63.4,58.9,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus sylviae,2.669,62.7,60.5,Neoplagiaulacidae,Multituberculata,plantigrade
Parectypodus trovessartianus,4.492,62.8,62.7,Neoplagiaulacidae,Multituberculata,plantigrade
Baiotomeus douglassi,5.271,62.4,61,Ptilodontidae,Multituberculata,plantigrade
Prochetodon cavus,4.899,57.1,56.8,Ptilodontidae,Multituberculata,plantigrade
Prochetodon foxi,5.32,58.1,57.2,Ptilodontidae,Multituberculata,plantigrade
Prochetodon taxus,5.242,56.2,56,Ptilodontidae,Multituberculata,plantigrade
Ptilodus fractus,4.432,60.1,57.2,Ptilodontidae,Multituberculata,plantigrade
Ptilodus kummae,4.79,58.9,57.2,Ptilodontidae,Multituberculata,plantigrade
Ptilodus mediaevus,5.743,63.3,59,Ptilodontidae,Multituberculata,plantigrade
Ptilodus montanus,6.464,62,58.3,Ptilodontidae,Multituberculata,plantigrade
Bubodens magnus,9.741,68.3,68,Taeniolabididae,Multituberculata,plantigrade
Catopsalis alexanderi,8.628,65.2,64.8,Taeniolabididae,Multituberculata,plantigrade
Catopsalis calgariensis,10.835,62.2,61.4,Taeniolabididae,Multituberculata,plantigrade
Catopsalis fissidens,9.971,63.3,62.5,Taeniolabididae,Multituberculata,plantigrade
Catopsalis foliatus,8.909,65,64.5,Taeniolabididae,Multituberculata,plantigrade
Catopsalis waddleae,10.995,64.4,64.4,Taeniolabididae,Multituberculata,plantigrade
Taeniolabis lamberti,10.675,64.5,64.4,Taeniolabididae,Multituberculata,plantigrade
Taeniolabis taoensis,11.539,64.6,63.9,Taeniolabididae,Multituberculata,plantigrade
Dakotamys malcolmi,3.202,93.5,92.6,Incertae sedis,Multituberculata  incertae sedis,Plantigrade
Aphronorus fraudator,5.169,62.1,58,Pantolestidae,Pantolesta,Plantigrade
Aphronorus orieli,6.288,61.5,60.9,Pantolestidae,Pantolesta,Plantigrade
Aphronorus ratatoski,5.671,62.1,61.6,Pantolestidae,Pantolesta,Plantigrade
Aphronorus simpsoni,5.173,63.3,63.2,Pantolestidae,Pantolesta,Plantigrade
Bisonalveus holtzmani,5.477,58.4,57.8,Pantolestidae,Pantolesta,Plantigrade
Coriphagus encinensis,6.081,63,61.7,Pantolestidae,Pantolesta,Plantigrade
Coriphagus montanus,5.345,62.1,61.9,Pantolestidae,Pantolesta,Plantigrade
Palaeosinopa didelphoides,7.049,57.5,50.6,Pantolestidae,Pantolesta,Plantigrade
Palaeosinopa incerta,6.723,55.2,53.3,Pantolestidae,Pantolesta,Plantigrade
Palaeosinopa lutreola,5.792,55,52.3,Pantolestidae,Pantolesta,Plantigrade
Palaeosinopa veterrima,8.03,54.8,51.6,Pantolestidae,Pantolesta,Plantigrade
Pantolestes longicaudus,7.091,50.4,46.3,Pantolestidae,Pantolesta,Plantigrade
Pentacodon inversus,7.057,63,62.4,Pantolestidae,Pantolesta,Plantigrade
Pentacodon occultus,8.124,63,62.9,Pantolestidae,Pantolesta,Plantigrade
Propalaeosinopa diluculi,4.234,62.4,57.3,Pantolestidae,Pantolesta,Plantigrade
Simidectes magnus,8.919,45.4,40.4,Pantolestidae ,Pantolesta,Plantigrade
Simidectes medius,8.58,44,43.6,Pantolestidae ,Pantolesta,Plantigrade
Simidectes merriami,9.627,41.4,40.2,Pantolestidae ,Pantolesta,Plantigrade
Amynodon advenus,12.919,46.1,40.8,Amynodontidae,Perissodactyla,Unguligrade
Amynodontopsis bodei,13.078,41.4,40,Amynodontidae,Perissodactyla,Unguligrade
Megalamynodon regalis,14.268,41.5,40,Amynodontidae,Perissodactyla,graviportal
Metamynodon chadronensis,13.523,39.4,36.8,Amynodontidae,Perissodactyla,Unguligrade
Metamynodon mckinneyi,13.854,43.8,40.9,Amynodontidae,Perissodactyla,Unguligrade
Metamynodon planifrons,14.281,37.7,34.6,Amynodontidae,Perissodactyla,graviportal
Brontops dispar,15.437,34.5,34.4,Brontotheriidae,Perissodactyla,Graviportal
Eotitanops borealis,11.204,51.7,49.1,Brontotheriidae,Perissodactyla,Graviportal
Eotitanotherium osborni,13.926,44.5,43.5,Brontotheriidae,Perissodactyla,Graviportal
Lambdotherium popoagicum,9.726,53.2,50.7,Brontotheriidae,Perissodactyla,Graviportal
Megacerops osborni,14.48,37.5,37.4,Brontotheriidae,Perissodactyla,Graviportal
Menodus bakeri,14.981,39.4,36.4,Brontotheriidae,Perissodactyla,Graviportal
Metarhinus parvus,12.599,44.8,44.7,Brontotheriidae,Perissodactyla,Graviportal
Metarhinus pater,12.843,48.2,45.1,Brontotheriidae,Perissodactyla,Graviportal
Palaeosyops fontinalis,12.135,50.6,46.4,Brontotheriidae,Perissodactyla,Graviportal
Palaeosyops laticeps,12.843,47.2,46.4,Brontotheriidae,Perissodactyla,Graviportal
Palaeosyops paludosus,12.716,49.1,47.7,Brontotheriidae,Perissodactyla,Graviportal
Palaeosyops robustus,13.036,47.5,46.4,Brontotheriidae,Perissodactyla,Graviportal
Protitanotherium superbum,7.833,43.5,41.5,Brontotheriidae,Perissodactyla,Graviportal
Pseudodiplacodon progressum,13.842,43.5,41.5,Brontotheriidae,Perissodactyla,Graviportal
Sthenodectes priscus,13.479,44.5,44.5,Brontotheriidae,Perissodactyla,Graviportal
Telmatherium altidens,14.347,44.9,44.9,Brontotheriidae,Perissodactyla,Graviportal
Telmatherium cultridens,12.958,47.6,42,Brontotheriidae,Perissodactyla,Graviportal
Telmatherium manteoceras,12.723,48.2,46.4,Brontotheriidae,Perissodactyla,Graviportal
Eomoropus amarorum,10.761,44.8,44.5,Chalicotheriidae,Perissodactyla,Graviportal
Moropus elatus,13.381,23.7,22,Chalicotheriidae,Perissodactyla,Graviportal
Moropus oregonensis,12.084,26.9,26.7,Chalicotheriidae,Perissodactyla,Graviportal
Acritohippus isonesus,11.831,18,14.3,Equidae,Perissodactyla,Unguligrade
Acritohippus quinni,12.016,16.1,14.6,Equidae,Perissodactyla,Unguligrade
Anchippus texanus,10.894,26.2,21.8,Equidae,Perissodactyla,Unguligrade
Anchitherium navasotae,11.459,18.5,18.3,Equidae,Perissodactyla,Unguligrade
Archaeohippus blackbergi,9.7,26.2,17.9,Equidae,Perissodactyla,Unguligrade
Archaeohippus equinanus,10.053,26.5,24.2,Equidae,Perissodactyla,Unguligrade
Archaeohippus mourningi,10.334,16.2,15.2,Equidae,Perissodactyla,Unguligrade
Archaeohippus penultimus,10.85,17.4,17.3,Equidae,Perissodactyla,Unguligrade
Archaeohippus stenolophus,10.669,19.6,19.3,Equidae,Perissodactyla,Unguligrade
Archaeohippus ultimus,10.156,16.8,15.2,Equidae,Perissodactyla,Unguligrade
Astrohippus stockii,11.695,8.9,5.5,Equidae,Perissodactyla,Unguligrade
Calippus cerasinus,11.358,11.6,7.7,Equidae,Perissodactyla,Unguligrade
Calippus elachistus,10.501,10.2,7.7,Equidae,Perissodactyla,Unguligrade
Calippus hondurensis,11.124,10.2,9,Equidae,Perissodactyla,Unguligrade
Calippus martini,12.065,14.4,10.3,Equidae,Perissodactyla,Unguligrade
Calippus placidus,11.29,14.2,11.6,Equidae,Perissodactyla,Unguligrade
Calippus proplacidus,11.276,17.3,13.7,Equidae,Perissodactyla,Unguligrade
Calippus regulus,10.829,14.1,11.2,Equidae,Perissodactyla,Unguligrade
Desmatippus avus,11.891,16.6,14.5,Equidae,Perissodactyla,Unguligrade
Dinohippus interpolatus,12.446,9,5.9,Equidae,Perissodactyla,Unguligrade
Dinohippus leardi,12.611,13,7.1,Equidae,Perissodactyla,Unguligrade
Dinohippus mexicanus,12.473,9.4,5.5,Equidae,Perissodactyla,Unguligrade
Duchesnehippus intermedius,9.43,40,40,Equidae,Perissodactyla,Unguligrade
Duchesneodus uintensis,14.076,41.2,38.3,Equidae,Perissodactyla,Unguligrade
Epihippus gracilis,9.063,45.8,39.5,Equidae,Perissodactyla,Unguligrade
Equus complicatus,12.752,1.8,0,Equidae,Perissodactyla,Unguligrade
Equus conversidens,12.458,1.3,0,Equidae,Perissodactyla,Unguligrade
Equus cumminsii,12.552,4,2.4,Equidae,Perissodactyla,Unguligrade
Equus fraternus,12.465,1.4,0,Equidae,Perissodactyla,Unguligrade
Equus idahoensis,13.124,2.6,1.5,Equidae,Perissodactyla,Unguligrade
Equus leidyi,12.496,1.7,0.3,Equidae,Perissodactyla,Unguligrade
Equus niobrarensis,12.721,0.5,0.1,Equidae,Perissodactyla,Unguligrade
Equus occidentalis,12.855,2,0,Equidae,Perissodactyla,Unguligrade
Equus scotti,13.072,3.6,0,Equidae,Perissodactyla,Unguligrade
Equus simplicidens,12.728,4.9,1.7,Equidae,Perissodactyla,Unguligrade
Haplohippus texanus,9.532,39.6,39.4,Equidae,Perissodactyla,Unguligrade
Hipparion forcei,12.328,12.5,9.7,Equidae,Perissodactyla,Unguligrade
Hipparion tehonense,11.704,13.2,9.2,Equidae,Perissodactyla,Unguligrade
Hippotherium emsliei,11.764,12.3,2.5,Equidae,Perissodactyla,Unguligrade
Hippotherium ingenuum,11.613,12.6,7.7,Equidae,Perissodactyla,Unguligrade
Hippotherium plicatile,12.031,10.3,7.7,Equidae,Perissodactyla,Unguligrade
Hippotherium quinni,11.97,14.3,13.8,Equidae,Perissodactyla,Unguligrade
Hypohippus affinis,12.535,17.1,12,Equidae,Perissodactyla,Unguligrade
Hypohippus equinus,12.335,20.3,20.3,Equidae,Perissodactyla,Unguligrade
Hypohippus osborni,12.12,16.7,14.1,Equidae,Perissodactyla,Unguligrade
Megahippus matthewi,13.127,13.6,12,Equidae,Perissodactyla,Unguligrade
Merychippus brevidontus,11.557,17.1,14.5,Equidae,Perissodactyla,Unguligrade
Merychippus calamarius,12.042,14.5,14.1,Equidae,Perissodactyla,Unguligrade
Merychippus californicus,11.339,16.6,13.7,Equidae,Perissodactyla,Unguligrade
Merychippus goorisi,11.486,17.2,16.5,Equidae,Perissodactyla,Unguligrade
Merychippus gunteri,10.894,18.1,15.5,Equidae,Perissodactyla,Unguligrade
Merychippus insignis,11.438,16.5,14.1,Equidae,Perissodactyla,Unguligrade
Merychippus primus,10.872,17.5,16.5,Equidae,Perissodactyla,Unguligrade
Merychippus relictus,11.504,15.2,14.3,Equidae,Perissodactyla,Unguligrade
Mesohippus bairdi,10.121,37.5,32.6,Equidae,Perissodactyla,Unguligrade
Mesohippus exoletus,10.312,35.2,34.6,Equidae,Perissodactyla,Unguligrade
Mesohippus texanus,9.36,39.9,36.4,Equidae,Perissodactyla,Unguligrade
Mesohippus westoni,10.192,37.1,35.9,Equidae,Perissodactyla,Unguligrade
Miohippus assiniboiensis,10.905,32.5,32.5,Equidae,Perissodactyla,Unguligrade
Miohippus gidleyi,11.291,32.5,32.5,Equidae,Perissodactyla,Unguligrade
Miohippus grandis,10.708,36.9,33.6,Equidae,Perissodactyla,Unguligrade
Miohippus intermedius,11.042,32.5,27.8,Equidae,Perissodactyla,Unguligrade
Miohippus obliquidens,10.285,33.9,28.6,Equidae,Perissodactyla,Unguligrade
Nannippus aztecus,10.646,9.6,5.2,Equidae,Perissodactyla,Unguligrade
Nannippus beckensis,11.339,4,4,Equidae,Perissodactyla,Unguligrade
Nannippus peninsulatus,11.164,4.6,2.4,Equidae,Perissodactyla,Unguligrade
Nannippus westoni,11.32,10.3,7.7,Equidae,Perissodactyla,Unguligrade
Neohipparion affine,12.429,13.3,11.1,Equidae,Perissodactyla,Unguligrade
Neohipparion eurystyle,12.044,9.5,5.8,Equidae,Perissodactyla,Unguligrade
Neohipparion trampasense,11.936,11.7,7.7,Equidae,Perissodactyla,Unguligrade
Orohippus pumilus,8.835,49.7,47.1,Equidae,Perissodactyla,Unguligrade
Orohippus sylvaticus,8.653,47.3,45.8,Equidae,Perissodactyla,Unguligrade
Parahippus cognatus,11.827,14.4,14.1,Equidae,Perissodactyla,Unguligrade
Parahippus leonensis,10.76,23.8,17.9,Equidae,Perissodactyla,Unguligrade
Parahippus nebrascensis,12.046,22,20.6,Equidae,Perissodactyla,Unguligrade
Parahippus pawniensis,10.872,22.6,14.6,Equidae,Perissodactyla,Unguligrade
Parahippus tyleri,11.282,22.1,20.2,Equidae,Perissodactyla,Unguligrade
Parapliohippus carrizoensis,11.094,17.9,16.1,Equidae,Perissodactyla,Unguligrade
Pliohippus fossulatus,12.586,13.5,12.8,Equidae,Perissodactyla,Unguligrade
Pliohippus pernix,12.194,14.3,11.4,Equidae,Perissodactyla,Unguligrade
Pliohippus tehonensis,12.251,14,10.4,Equidae,Perissodactyla,Unguligrade
Protohippus gidleyi,12.107,11.2,7.3,Equidae,Perissodactyla,Unguligrade
Protohippus perditus,11.824,16.5,13.4,Equidae,Perissodactyla,Unguligrade
Protohippus supremus,12.335,13.6,11.6,Equidae,Perissodactyla,Unguligrade
Protohippus vetus,11.282,18.4,17.1,Equidae,Perissodactyla,Unguligrade
Protorohippus venticolus,9.039,52.4,51.7,Equidae,Perissodactyla,Unguligrade
Pseudhipparion curtivallum,11.262,13.3,12.1,Equidae,Perissodactyla,Unguligrade
Pseudhipparion gratum,11.712,13.4,10.3,Equidae,Perissodactyla,Unguligrade
Pseudhipparion hessei,11.502,13.5,12.9,Equidae,Perissodactyla,Unguligrade
Pseudhipparion retrusum,11.506,14.1,12.8,Equidae,Perissodactyla,Unguligrade
Pseudhipparion simpsoni,10.574,9.4,7.4,Equidae,Perissodactyla,Unguligrade
Pseudhipparion skinneri,10.873,13.2,7.7,Equidae,Perissodactyla,Unguligrade
Xenicohippus craspedotus,9.36,52.8,48,Equidae,Perissodactyla,Unguligrade
Xenicohippus grangeri,8.866,55,52.8,Equidae,Perissodactyla,Unguligrade
Xenicohippus osborni,9.225,53.4,53.2,Equidae,Perissodactyla,Unguligrade
Helaletes nanus,9.688,51.4,47,Helaletidae,Perissodactyla,Unguligrade
Heptodon calciculus,9.652,53.3,50.3,Helaletidae ,Perissodactyla,Unguligrade
Selenaletes scopaeus,8.518,51.1,51,Helaletidae ,Perissodactyla,Unguligrade
Hyrachyus affinis,10.886,48.8,46.4,Hyrachyidae,Perissodactyla,Unguligrade
Hyrachyus eximius,11.687,51.1,44.7,Hyrachyidae,Perissodactyla,Unguligrade
Hyrachyus modestus,11.277,51.8,46.3,Hyrachyidae,Perissodactyla,Unguligrade
Epitriplopus uintensis,11.184,44.5,41.2,Hyracodontidae,Perissodactyla,Unguligrade
Hyracodon leidyanus,12.307,33.3,31.1,Hyracodontidae,Perissodactyla,Unguligrade
Hyracodon medius,10.958,40.2,38.3,Hyracodontidae,Perissodactyla,Unguligrade
Hyracodon nebraskensis,11.795,37.2,31.1,Hyracodontidae,Perissodactyla,Unguligrade
Hyracodon petersoni,10.715,37.5,36.4,Hyracodontidae,Perissodactyla,Unguligrade
Hyracodon priscidens,11.704,37.9,35.1,Hyracodontidae,Perissodactyla,Unguligrade
Triplopus cubitalis,9.93,44.8,44.7,Hyracodontidae,Perissodactyla,Unguligrade
Triplopus implicatus,10.66,46.8,43.5,Hyracodontidae,Perissodactyla,Unguligrade
Triplopus obliquidens,10.389,44.5,41.5,Hyracodontidae,Perissodactyla,Unguligrade
Triplopus rhinocerinus,11.063,41.6,41.6,Hyracodontidae,Perissodactyla,Unguligrade
Triplopus woodi,10.783,43.6,40.4,Hyracodontidae,Perissodactyla,Unguligrade
Cardiolophus radinskyi,9.198,55.3,54.6,Incertae sedis,Perissodactyla,Unguligrade
Cardiolophus semihians,9.395,53.2,53.1,Incertae sedis,Perissodactyla,Unguligrade
Fouchia elyensis,7.799,48.8,48.7,Incertae sedis,Perissodactyla,Unguligrade
Grangeria anarsius,10.761,44.4,43.8,Incertae sedis,Perissodactyla,Unguligrade
Homogalax aureus,9.325,53.7,53.6,Isectolophidae,Perissodactyla,Unguligrade
Homogalax protapirinus,9.395,55.2,52.3,Isectolophidae,Perissodactyla,Unguligrade
Systemodon cristatus,9.532,54.2,54.2,Isectolophidae,Perissodactyla,Unguligrade
Pachynolophid-like seekinsi,7.07,54.6,54.5,Pachynolophidae,Perissodactyla,Unguligrade
Hyracotherium aemulor,9.026,54.8,53.1,Palaeotheriidae,Perissodactyla,Unguligrade
Hyracotherium grangeri,8.845,55.4,52.5,Palaeotheriidae,Perissodactyla,Unguligrade
Hyracotherium index,8.329,54.6,52.2,Palaeotheriidae,Perissodactyla,Unguligrade
Hyracotherium sandrae,8.148,55.4,55.4,Palaeotheriidae,Perissodactyla,Unguligrade
Hyracotherium vasacciense,8.564,53.4,49.4,Palaeotheriidae,Perissodactyla,Unguligrade
Aphelops malacorhinus,14.258,10.3,8.7,Rhinocerotidae,Perissodactyla,graviportal
Aphelops megalodus,13.842,17.3,12.9,Rhinocerotidae,Perissodactyla,graviportal
Aphelops mutilus,15.127,9.7,5.8,Rhinocerotidae,Perissodactyla,graviportal
Diceratherium armatum,14.751,32.7,22.7,Rhinocerotidae,Perissodactyla,graviportal
Diceratherium gregorii,13.469,26.5,24.3,Rhinocerotidae,Perissodactyla,graviportal
Menoceras barbouri,13.901,21.9,17.8,Rhinocerotidae,Perissodactyla,graviportal
Penetrigonias dakotensis,12.186,37.9,35.8,Rhinocerotidae,Perissodactyla,graviportal
Peraceras hessei,13.014,17.3,14.5,Rhinocerotidae,Perissodactyla,graviportal
Peraceras superciliosum,13.992,14.7,13.5,Rhinocerotidae,Perissodactyla,graviportal
Subhyracodon mitis,12.723,35.5,34.2,Rhinocerotidae,Perissodactyla,graviportal
Subhyracodon occidentalis,13.086,34.3,30,Rhinocerotidae,Perissodactyla,graviportal
Teleoceras hicksi,14.736,9.7,5.3,Rhinocerotidae,Perissodactyla,graviportal
Teleoceras major,14.555,13.3,10,Rhinocerotidae,Perissodactyla,graviportal
Teleoceras medicornutum,14.751,16.5,14,Rhinocerotidae,Perissodactyla,graviportal
Teleoceras meridianum,13.992,17.3,14.5,Rhinocerotidae,Perissodactyla,graviportal
Teleoceras proterum,14.66,9.9,8.8,Rhinocerotidae,Perissodactyla,graviportal
Teletaceras mortivallis,11.022,39.3,39.2,Rhinocerotidae,Perissodactyla,graviportal
Teletaceras radinskyi,11.795,39.6,39.5,Rhinocerotidae,Perissodactyla,graviportal
Toxotherium hunteri,9.726,39.4,36,Rhinocerotidae ,Perissodactyla,graviportal
Trigonias osborni,12.924,36.9,33.8,Rhinocerotidae,Perissodactyla,graviportal
Trigonias yoderensis,11.184,37.7,36.2,Rhinocerotidae,Perissodactyla,graviportal
Uintaceras radinskyi,12.723,44.8,42.5,Rhinocerotidae,Perissodactyla,graviportal
Colodon cingulatus,12.061,40,33.1,Tapiridae,Perissodactyla,Unguligrade
Colodon kayi,10.053,43.3,36.3,Tapiridae,Perissodactyla,Unguligrade
Colodon occidentalis,10.98,37.1,33.4,Tapiridae,Perissodactyla,Unguligrade
Colodon stovalli,10.477,39.4,38,Tapiridae,Perissodactyla,Unguligrade
Colodon woodi,10.042,44.9,41.6,Tapiridae,Perissodactyla,Unguligrade
Dilophodon minusculus,9.026,45.1,44.7,Tapiridae,Perissodactyla,Unguligrade
Heteraletes leotanus,8.947,43.1,40.1,Tapiridae,Perissodactyla,Unguligrade
Miotapirus harrisonensis,11.301,23.8,23.8,Tapiridae,Perissodactyla,Unguligrade
Nexuotapirus marslandensis,12.076,26.2,22.7,Tapiridae,Perissodactyla,Unguligrade
Nexuotapirus robustus,12.165,26.9,23.8,Tapiridae,Perissodactyla,Unguligrade
Plesiocolopirus hancocki,10.192,41,39.5,Tapiridae,Perissodactyla,Unguligrade
Protapirus simplex,11.293,34.3,31.9,Tapiridae,Perissodactyla,Unguligrade
Tapirus haysii,12.668,2.7,0,Tapiridae,Perissodactyla,Unguligrade
