Participant,Condition Name,Condition Number,Age,IQ,Estimated Speed (mph),Reaction Time (ms)
20985,Smash,5,59,132,5.2911E+01,431.617822
20986,Smash,5,47,126,4.3615E+01,446.4852283
20987,Smash,5,13,98,4.4552E+01,186.1058864
20988,Smash,5,35,94,5.1107E+01,307.8494808
20989,Smash,5,22,108,5.4541E+01,672.9301972
20990,Smash,5,58,120,4.6757E+01,428.9887841
20991,Smash,5,49,115,5.1274E+01,354.4855363
20992,Smash,5,36,121,4.3254E+01,305.5585676
20993,Smash,5,38,93,4.9873E+01,224.4905613
20994,Smash,5,35,119,4.6584E+01,456.535336
20995,Smash,5,47,97,4.8778E+01,205.0840938
20996,Smash,5,34,87,4.2855E+01,371.2134374
20997,Smash,5,29,120,4.7947E+01,-3.58478219
20998,Smash,5,43,128,5.4124E+01,447.244312
20999,Smash,5,51,122,6.2537E+01,79.74482512
21000,Smash,5,35,92,5.6625E+01,226.3179713
21001,Smash,5,35,89,4.6917E+01,401.0336106
21002,Smash,5,41,92,3.9131E+01,226.7725023
21003,Smash,5,54,106,4.8516E+01,314.9806292
21004,Smash,5,54,70,4.6744E+01,349.7319627
21005,Smash,5,52,94,4.2565E+01,298.0380911
21006,Smash,5,50,121,3.6321E+01,165.8126658
21007,Smash,5,43,97,4.5131E+01,358.4805532
21008,Smash,5,45,95,4.9828E+01,226.321319
21009,Smash,5,29,82,5.2916E+01,174.0084419
21010,Smash,5,3,91,4.6851E+01,225.3370095
21011,Smash,5,38,103,4.7533E+01,293.0420498
21012,Smash,5,36,121,4.4479E+01,397.0009771
21013,Smash,5,33,106,3.7017E+01,415.0258596
21014,Smash,5,69,100,4.8681E+01,360.7517508
21015,Smash,5,29,85,3.9454E+01,71.95257968
21016,Smash,5,39,86,4.9066E+01,334.689738
21017,Smash,5,27,100,4.2403E+01,95.54253298
21018,Smash,5,29,120,4.7349E+01,233.2604403
21019,Smash,5,10,85,4.4275E+01,249.5168508
21020,Smash,5,39,90,4.6869E+01,152.216501
21021,Smash,5,34,88,4.3645E+01,306.4744569
21022,Smash,5,37,123,4.6877E+01,523.5979116
21023,Smash,5,45,125,4.7345E+01,-59.06634506
21024,Smash,5,28,81,4.8252E+01,158.0185919
21025,Smash,5,0,95,4.0276E+01,283.8951484
21026,Smash,5,63,122,4.9276E+01,385.766259
21027,Smash,5,62,100,4.2209E+01,326.0065232
21028,Smash,5,55,100,3.5038E+01,206.5859267
21029,Smash,5,26,130,4.3889E+01,561.3871227
21030,Smash,5,59,75,4.4578E+01,503.3141841
21031,Smash,5,32,96,5.2593E+01,300.3126781
21032,Smash,5,23,84,4.5395E+01,477.5336189
21033,Smash,5,16,99,4.2281E+01,372.7799179
21034,Smash,5,61,119,5.1632E+01,503.6769531
21035,Smash,5,19,108,4.4431E+01,457.8165603
21036,Smash,5,42,104,5.4012E+01,194.705666
21037,Smash,5,36,113,4.2091E+01,263.2957285
21038,Smash,5,46,115,4.7761E+01,511.4250803
21039,Smash,5,71,97,4.8610E+01,493.7777175
21040,Smash,5,40,101,4.7271E+01,142.6146671
21041,Smash,5,61,98,5.1066E+01,432.4448283
21042,Smash,5,38,76,4.5356E+01,212.4032562
21043,Smash,5,61,79,5.0215E+01,260.6989427
21044,Smash,5,36,126,4.7056E+01,319.2489279
21045,Smash,5,31,92,4.7237E+01,199.2201304
21046,Smash,5,42,103,4.3345E+01,558.3468812
21047,Smash,5,5,69,5.2429E+01,204.843875
21048,Smash,5,77,114,4.1540E+01,144.1879073
21049,Smash,5,33,97,4.9962E+01,418.5634551
21050,Smash,5,42,100,4.8817E+01,170.7236294
21051,Smash,5,36,129,4.2860E+01,362.5584399
21052,Smash,5,59,127,4.4079E+01,144.7777273
21053,Smash,5,49,111,4.3875E+01,278.3344931
21054,Smash,5,46,91,4.8381E+01,482.2832246
21055,Smash,5,48,111,4.4869E+01,264.4891529
21056,Smash,5,11,119,4.4221E+01,478.11161
21057,Smash,5,57,105,3.9650E+01,433.0289396
21058,Smash,5,69,99,3.7720E+01,426.9949836
21059,Smash,5,31,116,4.3399E+01,497.5641027
21060,Smash,5,15,80,4.7243E+01,356.669981
21061,Smash,5,76,93,5.4862E+01,370.6506572
21062,Smash,5,36,112,4.9726E+01,313.750602
21063,Smash,5,66,105,4.9292E+01,335.9215832
21064,Smash,5,49,103,4.5911E+01,99.32165707
21065,Smash,5,17,81,5.1524E+01,-7.34512877
21066,Smash,5,65,114,3.7701E+01,-23.11311325
21067,Smash,5,35,103,4.2796E+01,182.7153364
21068,Smash,5,19,72,5.0048E+01,292.2417237
21069,Smash,5,77,87,3.2949E+01,231.7578639
21070,Smash,5,70,90,4.7070E+01,640.7647547
21071,Smash,5,64,76,5.1129E+01,271.5044956
21072,Smash,5,57,105,4.6599E+01,371.7588882
21073,Smash,5,36,100,4.1601E+01,185.0888838
21074,Smash,5,49,98,4.6165E+01,317.0911299
21075,Smash,5,42,93,4.3291E+01,255.7331011
21076,Smash,5,13,97,4.2806E+01,439.5675279
21077,Smash,5,50,104,4.1520E+01,230.8088432
21078,Smash,5,36,102,5.7765E+01,159.2987851
21079,Smash,5,41,103,4.8266E+01,237.6239703
21080,Smash,5,44,109,5.3118E+01,316.3834857
21081,Smash,5,23,103,5.0142E+01,526.4652409
21082,Smash,5,59,74,5.2434E+01,348.6026154
21083,Smash,5,62,86,4.1540E+01,411.2302066
21084,Smash,5,43,82,4.9832E+01,260.3872401
21085,Smash,5,36,105,4.8881E+01,360.4338487
21086,Smash,5,43,105,4.2726E+01,207.4794788
21087,Smash,5,36,112,5.2147E+01,340.3845592
21088,Smash,5,72,114,4.0749E+01,-112.8059251
21089,Smash,5,24,124,4.9907E+01,101.2483583
21090,Smash,5,59,87,4.7251E+01,356.7413509
21091,Smash,5,57,81,4.8688E+01,575.2775535
21092,Smash,5,52,106,4.5598E+01,218.5941677
21093,Smash,5,51,78,5.7865E+01,336.0138196
21094,Smash,5,32,99,4.4527E+01,330.3067316
21095,Smash,5,27,82,5.2732E+01,77.08692357
21096,Smash,5,29,95,5.6025E+01,461.9914656
21097,Smash,5,74,95,4.8600E+01,157.3969556
21098,Smash,5,46,127,4.3453E+01,86.54680546
21099,Smash,5,15,76,3.7854E+01,374.5060813
21100,Smash,5,44,99,5.0750E+01,284.866565
21101,Smash,5,48,137,4.4974E+01,220.7140455
21102,Smash,5,17,86,4.3381E+01,133.0664162
21103,Smash,5,24,92,3.6992E+01,503.3582045
21104,Smash,5,45,88,3.3011E+01,327.2792982
21105,Smash,5,45,96,4.3022E+01,376.8465641
21106,Smash,5,65,107,3.7273E+01,601.5130563
21107,Smash,5,53,117,4.4126E+01,33.75739391
21108,Smash,5,31,109,3.1160E+01,504.597153
21109,Smash,5,61,98,4.7857E+01,362.6977968
21110,Smash,5,51,93,5.8718E+01,495.2949516
21111,Smash,5,18,101,4.0373E+01,445.788278
21112,Smash,5,41,106,4.7040E+01,342.7236531
21113,Smash,5,35,88,5.1608E+01,383.1777708
21114,Smash,5,49,108,4.4082E+01,444.2556632
21115,Smash,5,36,119,5.8173E+01,307.2233552
21116,Smash,5,57,105,4.1980E+01,405.5770911
21117,Smash,5,17,106,4.1542E+01,350.9221654
21118,Smash,5,13,79,4.8933E+01,261.5545083
21119,Smash,5,78,104,4.7726E+01,111.2555375
21120,Smash,5,42,100,4.4826E+01,342.6588565
21121,Smash,5,36,130,5.0443E+01,293.7284319
21122,Smash,5,33,109,4.9619E+01,298.3633055
21123,Smash,5,45,124,4.6584E+01,344.8168554
21124,Smash,5,57,97,4.4451E+01,351.9807862
21125,Smash,5,15,93,4.9877E+01,443.4030408
21126,Smash,5,58,106,4.0938E+01,186.3452689
21127,Smash,5,19,100,5.6964E+01,399.0936105
21128,Smash,5,68,103,3.6160E+01,214.4393745
21129,Smash,5,28,106,4.8964E+01,256.4389817
21130,Smash,5,44,120,4.7293E+01,508.245205
21131,Smash,5,12,90,3.9136E+01,175.1349401
21132,Smash,5,17,100,4.7129E+01,388.9044196
21133,Smash,5,25,115,4.0713E+01,139.619676
21134,Smash,5,45,88,5.2439E+01,362.7708447
21135,Smash,5,62,100,4.3782E+01,230.3531008
21136,Smash,5,40,118,5.4158E+01,245.0869042
21137,Smash,5,33,89,4.2957E+01,436.2547191
21138,Smash,5,39,113,5.0315E+01,275.3285658
21139,Smash,5,49,133,4.6512E+01,301.9673349
21140,Smash,5,47,73,3.8236E+01,215.8021072
21141,Smash,5,41,77,5.2421E+01,259.240189
21142,Smash,5,59,92,4.7010E+01,495.7598413
21143,Smash,5,28,77,4.2391E+01,303.5689043
21144,Smash,5,62,111,4.2054E+01,377.911353
21145,Smash,5,61,88,4.9088E+01,249.9042495
21146,Smash,5,37,96,4.6961E+01,89.87245984
21147,Smash,5,56,99,5.1810E+01,191.8325867
21148,Smash,5,35,94,5.6745E+01,295.8513777
21149,Smash,5,52,91,3.7374E+01,490.0590689
21150,Smash,5,42,68,3.7035E+01,271.8735721
21151,Smash,5,55,98,4.2594E+01,160.2427622
21152,Smash,5,72,119,4.4925E+01,216.3869304
21153,Smash,5,56,91,3.6437E+01,272.6466389
21154,Smash,5,48,103,4.5449E+01,246.9078643
21155,Smash,5,26,90,4.7967E+01,374.6979412
21156,Smash,5,70,91,4.5981E+01,393.7012199
21157,Smash,5,51,87,4.9169E+01,104.4817157
21158,Smash,5,53,102,4.6247E+01,118.595481
21159,Smash,5,58,108,4.4571E+01,146.2399516
21160,Smash,5,38,99,4.3919E+01,492.2937889
21161,Smash,5,43,94,4.6738E+01,205.2591169
21162,Smash,5,69,70,3.5144E+01,72.34299539
21163,Smash,5,29,120,4.3861E+01,244.4961389
21164,Smash,5,-2,89,3.3404E+01,86.25951484
21165,Smash,5,38,109,4.0761E+01,237.4541791
21166,Smash,5,48,79,5.1462E+01,322.509142
21167,Smash,5,49,92,4.6685E+01,369.0338186
21168,Smash,5,4,87,4.6047E+01,395.1460114
21169,Smash,5,26,87,4.3470E+01,331.5480851
21170,Smash,5,44,103,4.2459E+01,369.7032407
21171,Smash,5,46,91,5.0913E+01,422.9592177
21172,Smash,5,17,111,4.5242E+01,218.0988502
21173,Smash,5,60,92,5.3230E+01,111.4080497
21174,Smash,5,83,96,5.7227E+01,231.4446917
21175,Smash,5,60,74,3.7059E+01,426.4506351
21176,Smash,5,68,75,5.8959E+01,500.5273822
21177,Smash,5,30,105,4.7096E+01,34.98172429
21178,Smash,5,29,85,5.3271E+01,310.6126791
21179,Smash,5,45,86,4.9502E+01,417.3004814
21180,Smash,5,38,107,4.5746E+01,393.4732642
21181,Smash,5,45,90,3.6032E+01,205.3966548
21182,Smash,5,64,108,5.2391E+01,183.2432485
21183,Smash,5,4,78,4.5545E+01,247.3215732
21184,Smash,5,27,103,4.9018E+01,277.5075767
21185,Smash,5,49,114,3.7333E+01,223.5345327
21186,Smash,5,43,128,4.5012E+01,446.8883954
21187,Smash,5,54,85,3.4955E+01,204.3981544
21188,Smash,5,56,94,4.1273E+01,317.0487004
21189,Smash,5,39,90,5.3644E+01,512.2870759
21190,Smash,5,20,100,5.1710E+01,461.5498051
21191,Smash,5,57,127,4.1227E+01,362.5541478
21192,Smash,5,26,107,4.3208E+01,350.920167
21193,Smash,5,46,122,5.2104E+01,477.99253
21194,Smash,5,79,115,4.1900E+01,132.1376019
21195,Smash,5,40,99,4.5169E+01,231.3269311
21196,Smash,5,24,108,4.8364E+01,176.8346772
21197,Smash,5,29,95,4.9356E+01,312.4002191
21198,Smash,5,38,110,4.4942E+01,179.0033935
21199,Smash,5,39,115,4.2604E+01,281.6478708
21200,Smash,5,27,100,4.9433E+01,269.44652
21201,Smash,5,15,119,4.2697E+01,382.0653085
21202,Smash,5,47,91,4.9258E+01,192.7790831
21203,Smash,5,34,101,4.0900E+01,508.6562018
21204,Smash,5,39,106,4.7773E+01,495.0203427
21205,Smash,5,69,106,4.9078E+01,220.119157
21206,Smash,5,45,104,4.5170E+01,492.8267572
21207,Smash,5,52,124,4.7684E+01,124.4870954
21208,Smash,5,48,94,4.5289E+01,335.3890567
21209,Smash,5,78,97,4.5410E+01,258.7194819
21210,Smash,5,52,65,4.6338E+01,299.074081
21211,Smash,5,69,107,4.6319E+01,592.0046248
21212,Smash,5,26,78,5.1474E+01,409.3700916
21213,Smash,5,31,97,4.6625E+01,14.91392959
21214,Smash,5,19,88,5.1575E+01,329.2712499
21215,Smash,5,36,106,4.9692E+01,521.8471601
21216,Smash,5,24,93,4.8822E+01,313.2714843
21217,Smash,5,75,96,3.4486E+01,20.15335713
21218,Smash,5,31,111,4.1388E+01,307.3220309
21219,Smash,5,68,95,3.9633E+01,371.3012871
21220,Smash,5,12,92,4.6366E+01,327.2177331
21221,Smash,5,25,97,4.2980E+01,459.7693174
21222,Smash,5,67,117,4.8643E+01,438.4646407
21223,Smash,5,33,110,4.9735E+01,227.9652021
21224,Smash,5,43,113,4.0133E+01,164.3178174
21225,Smash,5,6,80,4.6505E+01,284.8674834
21226,Smash,5,50,83,4.6869E+01,711.9641507
21227,Smash,5,55,97,4.2179E+01,57.97275482
21228,Smash,5,38,88,3.7321E+01,-12.60785373
21229,Smash,5,30,101,4.9440E+01,304.694715
21230,Smash,5,59,83,4.7570E+01,271.0034326
21231,Smash,5,26,103,4.5044E+01,333.6359691
21232,Smash,5,59,95,4.7546E+01,181.6461716
21233,Smash,5,29,101,5.1369E+01,457.4315969
21234,Smash,5,64,91,3.2973E+01,302.2191464
21235,Smash,5,56,89,3.9291E+01,495.670672
21236,Smash,5,36,105,4.6057E+01,320.8662297
21237,Smash,5,7,104,3.4275E+01,204.3135803
21238,Smash,5,47,91,4.3472E+01,328.3304447
21239,Smash,5,70,83,4.2007E+01,210.751857
21240,Smash,5,26,129,5.1525E+01,267.0349518
21241,Smash,5,45,88,4.5286E+01,128.4822097
21242,Smash,5,38,97,4.6919E+01,104.6194825
21243,Smash,5,56,96,5.4821E+01,296.1857485
21244,Smash,5,53,84,3.4769E+01,163.6210584
21245,Smash,5,23,75,4.3859E+01,685.8652807
21246,Smash,5,21,92,4.5519E+01,413.2375889
21247,Smash,5,0,122,4.6958E+01,63.29386578
21248,Smash,5,24,97,4.7681E+01,231.5384337
21249,Smash,5,36,129,4.6239E+01,47.97609709
21250,Smash,5,29,99,4.3664E+01,230.6207914
21251,Smash,5,34,97,4.8366E+01,326.073762
21252,Smash,5,47,98,3.8849E+01,429.4851243
21253,Smash,5,29,107,3.8007E+01,425.4747421
21254,Smash,5,35,106,4.6719E+01,400.8670814
21255,Smash,5,50,92,3.9842E+01,344.0220061
21256,Smash,5,-12,114,4.2198E+01,161.2653487
21257,Smash,5,21,119,3.7652E+01,245.6934078
21258,Smash,5,56,94,5.2822E+01,12.56969887
21259,Smash,5,37,121,4.7534E+01,116.1785075
21260,Smash,5,53,101,3.8183E+01,91.64489514
21261,Smash,5,39,93,3.9049E+01,455.3939176
21262,Smash,5,90,109,4.3082E+01,489.2388384
21263,Smash,5,68,116,4.3789E+01,98.46629712
21264,Smash,5,69,107,4.3395E+01,205.7086931
21265,Smash,5,56,118,4.3623E+01,471.2015549
21266,Smash,5,17,91,4.5822E+01,363.2740698
21267,Smash,5,63,107,4.5289E+01,264.4044948
21268,Smash,5,39,89,5.3643E+01,274.2624685
21269,Smash,5,27,100,4.3453E+01,189.9775138
21270,Smash,5,20,108,4.9631E+01,471.3888392
21271,Smash,5,62,102,4.9533E+01,253.8168476
21272,Smash,5,57,102,5.4687E+01,546.9005337
21273,Smash,5,67,93,4.5916E+01,388.6819303
21274,Smash,5,40,101,5.0354E+01,421.6992344
21275,Smash,5,29,102,2.8502E+01,370.1216603
21276,Smash,5,87,102,4.9916E+01,379.6399895
21277,Smash,5,22,122,4.6810E+01,421.3022424
21278,Smash,5,66,103,5.2277E+01,256.3621598
21279,Smash,5,26,107,4.8377E+01,361.8574407
21280,Smash,5,58,99,4.5316E+01,255.6636621
21281,Smash,5,67,117,4.9499E+01,158.225021
21282,Smash,5,47,104,4.7769E+01,238.0426226
21283,Smash,5,51,113,4.8447E+01,387.114194
21284,Smash,5,66,84,4.6123E+01,163.3486889
21285,Smash,5,64,102,4.6975E+01,163.4214059
21286,Smash,5,45,97,3.0517E+01,601.2742353
21287,Smash,5,37,111,4.2303E+01,486.6668574
21288,Smash,5,81,111,4.7814E+01,376.2912895
21289,Smash,5,33,104,5.8428E+01,437.1925598
21290,Smash,5,14,107,5.3825E+01,-12.72246021
21291,Smash,5,60,97,4.8224E+01,410.6558344
21292,Smash,5,38,104,5.2088E+01,232.9691918
21293,Smash,5,61,101,4.9142E+01,12.8227613
21294,Smash,5,62,84,4.3717E+01,199.6642756
21295,Smash,5,75,121,5.0828E+01,135.2968165
21296,Smash,5,55,110,5.5209E+01,434.8890064
21297,Smash,5,40,87,4.1420E+01,288.0889986
21298,Smash,5,47,105,4.2402E+01,244.2611473
21299,Smash,5,77,136,4.4437E+01,154.739219
21300,Smash,5,31,106,5.3274E+01,482.3926876
21301,Smash,5,47,92,3.9681E+01,104.1230726
21302,Smash,5,77,80,5.0801E+01,356.373551
21303,Smash,5,51,112,4.5806E+01,312.5993523
21304,Smash,5,81,88,6.2612E+01,244.6699573
21305,Smash,5,29,113,4.5025E+01,67.76997008
21306,Smash,5,67,96,4.6875E+01,228.3913621
21307,Smash,5,32,91,4.2917E+01,235.3065309
21308,Smash,5,46,101,4.7817E+01,272.1476483
21309,Smash,5,86,97,4.7141E+01,348.203763
21310,Smash,5,26,126,3.9967E+01,417.3909282
21311,Smash,5,46,106,5.5649E+01,247.0748815
21312,Smash,5,7,113,4.0639E+01,114.7121687
21313,Smash,5,21,97,3.7517E+01,444.6292664
21314,Smash,5,26,98,5.8283E+01,363.4560323
21315,Smash,5,58,117,3.5442E+01,562.3554027
21316,Smash,5,42,91,3.7479E+01,230.6308755
21317,Smash,5,73,78,4.8768E+01,271.4277189
21318,Smash,5,36,92,5.3877E+01,237.6216748
21319,Smash,5,46,107,4.9163E+01,315.1683636
21320,Smash,5,42,108,5.0038E+01,349.978807
21321,Smash,5,63,93,4.8351E+01,154.6075455
21322,Smash,5,35,124,3.7805E+01,337.6375416
21323,Smash,5,7,99,5.0422E+01,176.9902153
21324,Smash,5,57,108,6.5313E+01,269.8209114
21325,Smash,5,34,103,4.7017E+01,523.3674949
21326,Smash,5,37,102,4.5910E+01,324.9944545
21327,Smash,5,55,91,3.7157E+01,419.0565806
21328,Smash,5,43,110,4.6050E+01,398.1999083
21329,Smash,5,49,87,5.2372E+01,441.4665004
21330,Smash,5,15,111,4.6636E+01,570.8836768
21331,Smash,5,12,119,4.3572E+01,310.8471696
21332,Smash,5,34,88,4.8197E+01,265.023525
21333,Smash,5,76,92,4.2945E+01,238.5415027
21334,Smash,5,55,96,3.8101E+01,330.5466868
21335,Smash,5,41,80,5.4690E+01,250.4926944
21336,Smash,5,73,106,4.3218E+01,421.8897948
21337,Smash,5,17,99,4.1012E+01,157.9386057
21338,Smash,5,26,90,5.5879E+01,297.5735368
21339,Smash,5,73,106,5.2745E+01,303.7853616
21340,Smash,5,46,86,5.0903E+01,559.7328339
21341,Smash,5,73,115,4.3971E+01,360.6817683
21342,Smash,5,35,111,4.8347E+01,312.1582138
21343,Smash,5,42,100,5.1173E+01,359.3165946
21344,Smash,5,50,94,4.7751E+01,441.4201706
21345,Smash,5,17,92,4.3953E+01,400.3552055
21346,Smash,5,77,99,5.2643E+01,347.5083198
21347,Smash,5,42,99,4.6320E+01,189.1314687
21348,Smash,5,27,104,4.2701E+01,189.9372769
21349,Smash,5,56,101,4.0756E+01,462.8449577
21350,Smash,5,39,108,4.8008E+01,245.8765926
21351,Smash,5,18,90,5.7018E+01,260.141384
21352,Smash,5,24,114,4.7237E+01,247.6897576
21353,Smash,5,42,97,4.1196E+01,521.0916087
21354,Smash,5,49,94,3.7954E+01,203.982014
21355,Smash,5,21,121,5.2100E+01,487.036559
21356,Smash,5,26,93,5.4788E+01,336.3952328
21357,Smash,5,32,89,4.7742E+01,270.6972515
21358,Smash,5,40,111,4.9279E+01,308.9939183
21359,Smash,5,43,85,4.3182E+01,394.2864886
21360,Smash,5,37,122,5.0165E+01,127.0591791
21361,Smash,5,55,88,4.5675E+01,520.0023393
21362,Smash,5,-4,94,4.1040E+01,691.5393785
21363,Smash,5,78,108,4.8214E+01,274.8620313
21364,Smash,5,54,94,4.5007E+01,376.9928975
21365,Smash,5,24,97,4.7797E+01,239.4171869
21366,Smash,5,37,112,4.8693E+01,177.1604939
21367,Smash,5,15,93,4.7501E+01,266.1366582
21368,Smash,5,34,86,4.1044E+01,174.9827312
21369,Smash,5,34,99,4.0655E+01,351.6887467
21370,Smash,5,28,111,4.8562E+01,421.3422853
21371,Smash,5,32,143,5.0527E+01,416.7508612
21372,Smash,5,67,141,4.4976E+01,151.7326135
21373,Smash,5,36,101,5.1550E+01,294.1987208
21374,Smash,5,22,98,3.6872E+01,149.4959697
21375,Smash,5,37,107,3.9306E+01,538.1687178
21376,Smash,5,19,104,5.7776E+01,351.9848622
21377,Smash,5,57,91,5.5948E+01,176.1514686
21378,Smash,5,22,111,4.5816E+01,263.8303269
21379,Smash,5,1,113,4.8486E+01,472.1886011
21380,Smash,5,55,109,3.2584E+01,469.3612403
21381,Smash,5,41,92,5.0443E+01,240.6964338
21382,Smash,5,62,91,4.6348E+01,169.063998
21383,Smash,5,28,94,4.5261E+01,273.5159709
21384,Smash,5,32,74,5.2675E+01,528.4855954
21385,Smash,5,25,95,4.6752E+01,179.5069211
21386,Smash,5,0,101,4.1789E+01,328.4731264
21387,Smash,5,53,95,5.2937E+01,223.3776333
21388,Smash,5,52,126,4.3270E+01,395.3939826
21389,Smash,5,46,106,5.1704E+01,377.5336302
21390,Smash,5,30,98,5.4493E+01,314.3065836
21391,Smash,5,52,109,4.6123E+01,324.7589866
21392,Smash,5,55,72,4.5172E+01,403.2108345
21393,Smash,5,28,91,4.5619E+01,306.670008
21394,Smash,5,39,83,4.7047E+01,398.5242315
21395,Smash,5,21,106,4.7667E+01,293.5634345
21396,Smash,5,48,85,4.5199E+01,93.18928324
21397,Smash,5,32,112,3.4384E+01,414.9155285
21398,Smash,5,64,85,5.1710E+01,38.13427421
21399,Smash,5,35,94,5.6601E+01,271.8652744
21400,Smash,5,47,84,4.4628E+01,122.2493957
21401,Smash,5,40,111,4.9564E+01,436.6326919
21402,Smash,5,38,77,5.9980E+01,281.6917176
21403,Smash,5,49,86,4.5516E+01,184.4315948
21404,Smash,5,26,100,4.6571E+01,170.7341734
21405,Smash,5,46,97,4.4508E+01,321.9041457
21406,Smash,5,68,101,4.5252E+01,362.4527567
21407,Smash,5,35,110,5.2282E+01,187.9877756
21408,Smash,5,57,92,4.7179E+01,357.4217759
21409,Smash,5,54,105,5.2924E+01,83.5688717
21410,Smash,5,35,117,4.2164E+01,423.8095938
21411,Smash,5,70,70,4.3954E+01,53.88528723
21412,Smash,5,30,98,5.2244E+01,229.8589521
21413,Smash,5,73,106,4.3394E+01,339.1325903
21414,Smash,5,44,104,4.8715E+01,384.2798684
21415,Smash,5,50,129,4.8339E+01,179.2707212
21416,Smash,5,13,80,4.9846E+01,241.004838
21417,Smash,5,59,109,4.5934E+01,200.2272262
21418,Smash,5,49,102,3.9570E+01,373.2638517
21419,Smash,5,66,88,5.2625E+01,332.0083872
21420,Smash,5,64,117,5.5856E+01,420.9277598
21421,Smash,5,37,106,4.8493E+01,135.879695
21422,Smash,5,47,97,4.0671E+01,383.9084359
21423,Smash,5,71,116,4.7942E+01,585.8178382
21424,Smash,5,32,83,4.5270E+01,232.803332
21425,Smash,5,2,104,5.0083E+01,146.2505503
21426,Smash,5,13,101,4.2957E+01,305.5095737
21427,Smash,5,22,92,4.8412E+01,204.5601652
21428,Smash,5,32,133,4.5804E+01,95.22811804
21429,Smash,5,47,103,3.6735E+01,61.15262083
21430,Smash,5,11,79,5.1194E+01,-66.55152116
21431,Smash,5,34,71,3.9282E+01,412.7977324
21432,Smash,5,33,107,4.8714E+01,171.8431865
21433,Smash,5,59,123,4.8446E+01,110.4671333
21434,Smash,5,-2,100,4.3725E+01,278.6124269
21435,Smash,5,42,109,4.5043E+01,347.7800891
21436,Smash,5,25,70,4.5082E+01,201.995552
21437,Smash,5,39,101,4.5527E+01,50.04434048
21438,Smash,5,37,98,5.5532E+01,313.3144449
21439,Smash,5,39,105,4.3940E+01,252.9800817
21440,Smash,5,28,107,4.1332E+01,289.3982733
21441,Smash,5,37,116,4.7056E+01,137.1726976
21442,Smash,5,13,123,4.9526E+01,329.3820389
21443,Smash,5,57,66,2.9075E+01,416.1309488
21444,Smash,5,29,106,3.8017E+01,501.5062083
21445,Smash,5,21,105,5.0719E+01,462.4929383
21446,Smash,5,44,101,4.9522E+01,354.5294662
21447,Smash,5,38,96,4.8107E+01,315.1872836
21448,Smash,5,41,102,5.4187E+01,195.9827277
21449,Smash,5,46,111,3.8602E+01,294.8568616
21450,Smash,5,66,96,5.1685E+01,376.9466058
21451,Smash,5,34,97,3.3936E+01,421.9268248
21452,Smash,5,30,117,4.3432E+01,341.3568903
21453,Smash,5,48,111,4.9253E+01,313.6728286
21454,Smash,5,56,105,4.5121E+01,176.6622782
21455,Smash,5,46,90,4.3983E+01,429.0478329
21456,Smash,5,51,150,5.4355E+01,262.0128455
21457,Smash,5,30,106,4.6906E+01,165.0375247
21458,Smash,5,22,94,4.5641E+01,481.6238205
21459,Smash,5,53,94,5.2131E+01,280.6993119
21460,Smash,5,50,126,4.3581E+01,385.5060427
21461,Smash,5,51,106,4.4276E+01,290.2230643
21462,Smash,5,26,99,4.9684E+01,169.4062726
21463,Smash,5,48,108,4.4197E+01,193.2147099
21464,Smash,5,40,80,4.1791E+01,178.6721167
21465,Smash,5,26,92,5.2046E+01,486.7738946
21466,Smash,5,73,112,3.8044E+01,295.3465748
21467,Smash,5,86,82,5.2014E+01,394.0396224
21468,Smash,5,52,122,4.9536E+01,298.6150146
21469,Smash,5,43,100,4.1812E+01,292.5407238
21470,Smash,5,35,95,3.1102E+01,479.5821638
21471,Smash,5,44,102,4.5374E+01,357.2931192
21472,Smash,5,39,96,4.4055E+01,105.6611098
21473,Smash,5,50,81,3.7566E+01,313.4944989
21474,Smash,5,47,86,5.0143E+01,183.5895553
21475,Smash,5,33,116,4.4859E+01,422.8986519
21476,Smash,5,36,87,4.6679E+01,445.0561363
21477,Smash,5,42,111,4.6919E+01,250.8756966
21478,Smash,5,19,96,4.5809E+01,130.3388461
21479,Smash,5,75,127,5.0646E+01,322.0886293
21480,Smash,5,41,135,4.4266E+01,209.0646446
21481,Smash,5,72,104,4.4833E+01,191.241642
21482,Smash,5,42,108,5.6962E+01,529.751266
21483,Smash,5,13,99,4.6879E+01,500.6365926
21484,Smash,5,35,102,5.0832E+01,192.2336326
21485,Smash,5,26,118,3.9993E+01,358.1238106
21486,Smash,5,59,111,4.2559E+01,139.5479585
21487,Smash,5,32,87,4.1412E+01,231.8186427
21488,Smash,5,39,114,5.2827E+01,407.134359
21489,Smash,5,48,87,4.7091E+01,141.6288213
21490,Smash,5,33,109,4.8157E+01,396.8525137
21491,Smash,5,16,79,4.5525E+01,214.2848662
21492,Smash,5,59,112,4.1548E+01,428.438861
21493,Smash,5,25,81,4.8435E+01,345.7946802
21494,Smash,5,11,120,6.0870E+01,337.682497
21495,Smash,5,54,108,4.5295E+01,364.0456577
21496,Smash,5,45,88,3.8803E+01,282.3271235
21497,Smash,5,55,117,4.4263E+01,547.0872769
21498,Smash,5,33,113,4.0769E+01,249.2685434
21499,Smash,5,1,116,4.4918E+01,185.3260247
21500,Smash,5,27,88,5.1578E+01,439.1666213
21501,Smash,5,30,114,4.1946E+01,130.3658093
21502,Smash,5,35,97,4.2432E+01,30.75632105
